name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014
TotalAssets,"2,564,981,000","2,559,921,000","1,098,340,000","596,639,000","510,016,000","477,698,000","454,602,000","418,031,000","369,159,000","356,117,000","330,944,000","302,849,000","279,136,000","264,469,000","250,585,000","232,241,000","219,795,000","211,963,000","202,916,000","165,282,000","158,769,000","152,737,000","65,769,000","55,922,000","55,090,000"
	CurrentAssets,"297,300,000","270,323,000","853,516,000","364,576,000","394,677,000","363,839,000","339,713,000","303,764,000","265,396,000","252,811,000","239,623,000","219,143,000","200,819,000","186,058,000","173,740,000","155,529,000","143,048,000","141,218,000","167,981,000","130,272,000","124,719,000","118,843,000","31,115,000","23,647,000","23,756,000"
		CashCashEquivalentsAndShortTermInvestments,"191,726,000","174,557,000","815,160,000","329,310,000","361,475,000","330,257,000","302,917,000","269,835,000","240,269,000","225,078,000","210,302,000","195,557,000","180,359,000","165,698,000","149,461,000","132,925,000","123,775,000","125,114,000","148,934,000","114,901,000","111,005,000","107,854,000","20,886,000","13,990,000","13,917,000"
			CashAndCashEquivalents,"191,726,000","174,557,000","815,160,000","329,310,000","361,475,000","289,007,000","261,808,000","228,945,000","199,472,000","184,367,000","169,721,000","155,085,000","139,954,000","125,346,000","109,169,000","92,766,000","83,641,000","85,009,000","108,851,000","74,861,000","111,005,000","107,854,000","20,886,000","13,990,000","13,917,000"
			OtherShortTermInvestments,,,,,"0","41,250,000","41,109,000","40,890,000","40,797,000","40,711,000","40,581,000","40,472,000","40,405,000","40,352,000","40,292,000","40,159,000","40,134,000","40,105,000","40,083,000","40,040,000",,,,,
		Receivables,"70,863,000","66,647,000","27,357,000","27,022,000","25,668,000","24,465,000","24,906,000","23,022,000","21,602,000","21,458,000","20,904,000","18,988,000","17,001,000","14,064,000","16,681,000","15,706,000","14,308,000","9,922,000","10,855,000","10,479,000","9,054,000","6,054,000","6,287,000","6,050,000","5,705,000"
			AccountsReceivable,"70,863,000","66,647,000","27,357,000","27,022,000","25,668,000","24,465,000","24,906,000","23,022,000","21,602,000","21,458,000","20,904,000","18,988,000","17,001,000","14,064,000","16,681,000","15,706,000","14,308,000","9,922,000","10,855,000","10,479,000","9,054,000","6,054,000","6,287,000","6,050,000","5,705,000"
				GrossAccountsReceivable,"72,079,000","67,668,000","27,462,000","27,133,000","25,793,000","24,618,000","25,194,000","23,251,000","21,810,000",,"20,949,000","19,063,000","17,076,000","14,098,000","16,720,000","15,742,000","14,348,000","9,956,000","10,889,000","10,518,000","9,094,000","6,094,000","6,327,000",,"5,745,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,216,000","-1,021,000","-105,000","-111,000","-125,000","-153,000","-288,000","-229,000","-208,000",,"-45,000","-75,000","-75,000","-34,000","-39,000","-36,000","-40,000","-34,000","-34,000","-39,000","-40,000","-40,000","-40,000",,"-40,000"
		Inventory,,,,,"0","164,000","163,000","177,000","215,000","169,000","339,000","529,000","592,000","944,000","699,000","598,000","620,000","815,000","590,000","667,000","625,000","756,000","369,000","396,000","391,000"
