name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
				AllowanceForDoubtfulAccountsReceivable,"-83,000,000","-90,000,000","-6,000,000","-6,000,000","-7,000,000","-7,000,000","-7,000,000","-8,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"104,000,000","248,000,000","48,000,000","63,000,000","88,000,000","161,000,000","107,000,000","175,000,000",,"30,300,000","522,000,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"391,000,000","348,000,000","30,000,000","28,000,000","33,000,000","41,000,000","31,000,000","48,000,000",,,"108,900,000","91,100,000",,,"43,800,000",,,,,,,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,,,,,,,,,,,,"-7,700,000",,,,,,,,,,,,,,,,,,,,
		Inventory,"4,975,000,000","4,917,000,000","788,000,000","768,000,000","749,000,000","646,000,000","728,000,000","762,000,000","731,000,000","569,900,000","623,500,000","714,900,000","428,100,000","501,300,000","522,500,000","396,800,000","395,200,000","499,300,000","481,100,000","406,200,000","377,232,000","364,400,000","353,400,000","219,400,000","221,900,000","60,900,000","80,800,000","59,600,000","50,700,000","48,600,000","52,300,000","41,000,000"
			RawMaterials,"615,000,000","653,000,000","326,000,000","325,000,000","322,000,000","294,000,000","303,000,000","263,000,000","238,000,000","188,300,000","161,500,000","176,000,000","170,800,000","264,200,000","254,000,000","50,300,000","54,100,000","44,600,000","65,600,000",,,,,,,,,,,,,
			WorkInProcess,"244,000,000","218,000,000","202,000,000","174,000,000","125,000,000","85,000,000","85,000,000","82,000,000","98,000,000","126,700,000","158,900,000","117,100,000",,,,"67,000,000","72,400,000","166,200,000","156,900,000",,,,,,,,,,,,,
			FinishedGoods,"4,116,000,000","4,046,000,000","260,000,000","269,000,000","302,000,000","267,000,000","340,000,000","417,000,000","395,000,000","254,900,000","303,100,000","421,800,000","186,600,000","237,100,000","268,500,000","181,800,000","160,700,000","165,000,000","144,700,000",,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,"70,700,000",,,"97,700,000","108,000,000","123,500,000","113,900,000",,,,,,,,,,,,,
		PrepaidAssets,"1,477,000,000","1,089,000,000","72,000,000","49,000,000","73,000,000","48,000,000","81,000,000","83,000,000","52,000,000","114,400,000","124,900,000","79,200,000","36,700,000","40,900,000","41,100,000","35,300,000","29,000,000","40,400,000","36,500,000",,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,"0","1,858,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,,,"21,000,000","27,000,000","51,000,000","119,000,000","114,000,000","150,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,"30,800,000",,,,,,,"38,900,000","35,702,000","38,800,000","21,100,000","16,800,000","15,300,000","13,100,000","14,500,000","14,800,000","17,000,000","21,400,000","16,100,000","17,200,000"
	TotalNonCurrentAssets,"36,134,000,000","33,840,000,000","13,675,000,000","15,861,000,000","15,916,000,000","15,786,000,000","15,769,000,000","15,710,000,000","13,849,000,000","13,479,400,000","10,650,500,000","7,981,600,000","7,905,300,000","4,906,800,000","4,247,100,000","3,883,200,000","3,833,400,000","3,853,600,000","3,777,700,000","3,274,000,000","3,190,595,000","3,760,100,000","3,693,100,000","2,027,400,000","2,080,700,000","863,100,000","939,800,000","868,800,000","966,000,000","984,700,000","965,100,000","959,400,000"
		NetPPE,"20,335,000,000","18,796,000,000","12,971,000,000","13,318,000,000","13,212,000,000","12,674,000,000","12,233,000,000","11,505,000,000","9,922,000,000","8,062,700,000","6,413,300,000","4,812,200,000","3,887,400,000","3,525,800,000","3,262,800,000","3,098,900,000","3,108,100,000","3,269,900,000","3,245,600,000","2,910,100,000","2,877,060,000","3,003,400,000","2,995,600,000","1,978,700,000","2,032,300,000","853,700,000","928,500,000","858,300,000","957,900,000","975,200,000","952,600,000","948,000,000"
			GrossPPE,"31,675,000,000","28,814,000,000","20,142,000,000","19,726,000,000","19,083,000,000","17,950,000,000","16,901,000,000","15,681,000,000","13,575,000,000","11,056,400,000","9,125,000,000","7,338,800,000","6,168,100,000","5,599,600,000","5,190,500,000","4,853,800,000","4,684,300,000","4,724,600,000","4,519,900,000","4,021,900,000","3,828,097,000","3,815,800,000","3,657,600,000","2,507,400,000","2,486,400,000","1,242,300,000","1,305,100,000","1,220,200,000","1,321,700,000","1,307,000,000","1,258,200,000","1,213,400,000"
				MineralProperties,"2,068,000,000","1,954,000,000","1,985,000,000","1,930,000,000","1,384,000,000","1,301,000,000","1,128,000,000","1,090,000,000","827,000,000",,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"1,474,000,000","1,294,000,000","868,000,000","807,000,000","708,000,000","697,000,000","651,000,000","583,000,000","499,000,000","504,200,000","494,600,000","321,600,000","248,900,000","233,300,000","224,400,000","223,700,000","225,700,000","225,400,000","215,700,000",,,,,,,,,,,,,
				BuildingsAndImprovements,"8,207,000,000","7,617,000,000","4,837,000,000","4,813,000,000","4,191,000,000","4,099,000,000","3,972,000,000","3,633,000,000","2,345,000,000","2,174,700,000","1,546,100,000","950,200,000","647,900,000","547,900,000","521,100,000","481,000,000","469,000,000","451,300,000","448,700,000",,,,,,,,,,,,,
				MachineryFurnitureEquipment,"18,548,000,000","16,806,000,000","12,000,000,000","11,574,000,000","11,338,000,000","10,660,000,000","9,988,000,000","8,176,000,000","7,657,000,000","8,064,000,000","6,754,400,000","5,842,200,000","5,074,500,000","4,618,000,000","4,289,600,000","4,011,100,000","3,856,400,000","3,920,900,000","3,744,200,000",,,,,,,,,,,,,
				OtherProperties,,,,,,,,,,"313,500,000","329,900,000","224,800,000","196,800,000","200,400,000","155,400,000","138,000,000","133,200,000","127,000,000","111,300,000",,,,,,,,,,,,,
				ConstructionInProgress,"1,378,000,000","1,143,000,000","452,000,000","602,000,000","1,462,000,000","1,193,000,000","1,162,000,000","2,199,000,000","2,247,000,000",,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-11,340,000,000","-10,018,000,000","-7,171,000,000","-6,408,000,000","-5,871,000,000","-5,276,000,000","-4,668,000,000","-4,176,000,000","-3,653,000,000","-2,993,700,000","-2,711,700,000","-2,526,600,000","-2,280,700,000","-2,073,800,000","-1,927,700,000","-1,754,900,000","-1,576,200,000","-1,454,700,000","-1,274,300,000","-1,111,800,000","-951,037,000","-812,400,000","-662,000,000","-528,700,000","-454,100,000","-388,600,000","-376,600,000","-361,900,000","-363,800,000","-331,800,000","-305,600,000","-265,400,000"
		GoodwillAndOtherIntangibleAssets,"14,414,000,000","13,641,000,000","166,000,000","180,000,000","192,000,000","142,000,000","137,000,000","126,000,000","115,000,000","115,600,000","117,000,000","118,500,000","121,500,000","126,300,000","131,500,000","134,100,000","97,000,000","97,000,000","97,000,000","106,400,000","109,378,000","559,600,000","574,300,000",,,,,,,,,
			Goodwill,"11,986,000,000","11,431,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000","97,000,000",,,,"97,000,000",,,,,,,,,,,,,
			OtherIntangibleAssets,"2,428,000,000","2,210,000,000","69,000,000","83,000,000","95,000,000","45,000,000","40,000,000","29,000,000","18,000,000","18,600,000","20,000,000","21,500,000","24,500,000","29,300,000","34,500,000","134,100,000","97,000,000","97,000,000",,"106,400,000","109,378,000","559,600,000","574,300,000",,,,,,,,,
		InvestmentsAndAdvances,"821,000,000","878,000,000","292,000,000","2,113,000,000","2,227,000,000","2,738,000,000","2,998,000,000","3,735,000,000","3,452,000,000","4,938,000,000","3,760,300,000","2,750,700,000",,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,"30,000,000","1,173,000,000","1,243,000,000","1,211,000,000","1,276,000,000","1,254,000,000","1,187,000,000",,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,"262,000,000","940,000,000","984,000,000","1,527,000,000","1,722,000,000","2,481,000,000","2,265,000,000",,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,"262,000,000","940,000,000","984,000,000","1,527,000,000","1,722,000,000","2,481,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,,,"17,000,000","34,000,000","73,000,000","7,000,000","6,000,000","6,000,000",,,,"11,500,000",,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"36,000,000","36,000,000","88,000,000","90,000,000","95,000,000","110,000,000","161,000,000","187,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"249,000,000","216,000,000","15,000,000","16,000,000","26,000,000","27,000,000","39,000,000","49,000,000",,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"249,000,000","216,000,000",,,"10,000,000","10,000,000","21,000,000","30,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"25,000,000","27,000,000","24,000,000","23,000,000","21,000,000","25,000,000","129,000,000","16,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"254,000,000","246,000,000","102,000,000","87,000,000","70,000,000","63,000,000","66,000,000","86,000,000","360,000,000","363,100,000","359,900,000","288,700,000","3,896,400,000","1,254,700,000","852,800,000","650,200,000","628,300,000","486,700,000","435,100,000","257,500,000","204,157,000","197,100,000","123,200,000","48,700,000","48,400,000","9,400,000","11,300,000","10,500,000","8,100,000","9,500,000","12,500,000","11,400,000"
TotalLiabilitiesNetMinorityInterest,"23,930,000,000","21,077,000,000","8,695,000,000","9,056,000,000","9,087,000,000","8,932,000,000","8,330,000,000","8,294,000,000","8,410,000,000","8,815,100,000","6,421,500,000","5,659,900,000","3,697,900,000","3,436,700,000","3,225,400,000","2,741,200,000","2,593,500,000","2,593,100,000","2,510,800,000","2,133,600,000","1,954,444,000","2,080,500,000","2,199,700,000","1,082,600,000","1,339,900,000","63,400,000","132,800,000","108,600,000","126,600,000","160,700,000","201,700,000","115,300,000"
	CurrentLiabilities,"9,129,000,000","8,335,000,000","1,602,000,000","1,697,000,000","1,747,000,000","2,198,000,000","2,113,000,000","1,854,000,000","2,194,000,000","3,191,800,000","1,559,900,000","2,615,800,000","1,001,900,000","1,103,500,000","1,096,100,000","703,700,000","557,800,000","823,400,000","772,500,000","1,020,400,000","831,003,000","445,000,000","452,800,000","181,900,000","365,100,000","61,500,000","111,400,000","54,600,000","60,600,000","84,900,000","119,500,000","30,300,000"
		PayablesAndAccruedExpenses,"5,016,000,000","4,352,000,000","551,000,000","547,000,000","853,000,000","840,000,000","844,000,000","972,000,000","849,000,000","1,165,900,000","779,300,000","1,183,600,000","523,900,000","312,000,000","284,100,000","599,900,000","380,300,000","347,000,000","271,400,000","525,900,000","349,062,000","349,700,000","348,100,000","180,000,000","199,200,000","60,900,000","36,300,000","34,300,000","30,900,000","36,500,000",,
			Payables,"4,913,000,000","4,247,000,000","476,000,000","512,000,000","807,000,000","782,000,000","789,000,000","907,000,000","849,000,000","958,300,000","668,900,000","1,024,100,000","371,000,000","228,900,000","194,600,000","599,900,000","380,300,000","347,000,000","271,400,000","525,900,000","349,062,000","349,700,000","348,100,000","180,000,000","199,200,000","60,900,000","36,300,000","34,300,000","30,900,000","36,500,000",,
				AccountsPayable,"4,016,000,000","3,053,000,000","306,000,000","340,000,000","426,000,000","457,000,000","450,000,000","623,000,000","271,000,000","587,000,000","506,800,000","359,500,000","371,000,000","228,900,000","194,600,000","599,900,000","380,300,000","347,000,000","271,400,000","525,900,000","349,062,000","349,700,000","348,100,000","180,000,000","199,200,000","60,900,000","36,300,000","34,300,000","30,900,000","36,500,000",,
				TotalTaxPayable,"43,000,000","47,000,000","16,000,000","25,000,000","14,000,000","5,000,000","12,000,000","10,000,000",,"266,200,000","10,100,000","520,200,000",,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"43,000,000","47,000,000","16,000,000","25,000,000","14,000,000","5,000,000","3,000,000","2,000,000",,"218,700,000","1,200,000","469,100,000",,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"258,000,000","526,000,000","84,000,000","84,000,000","318,000,000","291,000,000","301,000,000","183,000,000","578,000,000","28,500,000","29,600,000","29,900,000",,,,,,,,,,,,,,,,,,,,
				OtherPayable,"596,000,000","621,000,000","70,000,000","63,000,000","49,000,000","29,000,000","26,000,000","91,000,000",,"76,600,000","122,400,000","114,500,000",,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"103,000,000","105,000,000","75,000,000","35,000,000","46,000,000","58,000,000","55,000,000","65,000,000",,"207,600,000","110,400,000","159,500,000","152,900,000","83,100,000","89,500,000",,,,,,,,,,,,,,,,,
				InterestPayable,"103,000,000","105,000,000","33,000,000","35,000,000","34,000,000","36,000,000","36,000,000","42,000,000",,"48,700,000","42,900,000","26,800,000",,,,,,,,,,,,,,,,,,,,
		CurrentProvisions,"148,000,000","156,000,000","72,000,000","58,000,000","85,000,000","52,000,000","41,000,000","30,000,000",,"26,600,000",,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"567,000,000","525,000,000","133,000,000","108,000,000","128,000,000","113,000,000","159,000,000","101,000,000","446,000,000",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,692,000,000","1,632,000,000","730,000,000","884,000,000","517,000,000","1,033,000,000","967,000,000","615,000,000","832,000,000","1,871,300,000","728,800,000","1,432,200,000","90,200,000","558,300,000","253,400,000","103,800,000","177,500,000","476,400,000","501,100,000","494,500,000","481,941,000","95,300,000","104,700,000","1,800,000","165,800,000","600,000","75,200,000","20,300,000","29,700,000","48,400,000","82,700,000","4,600,000"
			CurrentDebt,"1,478,000,000","1,632,000,000","730,000,000","884,000,000","517,000,000","1,033,000,000","967,000,000","615,000,000","832,000,000","1,871,300,000","728,800,000","1,432,200,000","90,200,000","558,300,000","253,400,000","103,800,000","177,500,000","476,400,000","501,100,000","494,500,000","481,941,000","95,300,000","104,700,000","1,800,000","165,800,000","600,000","75,200,000","20,300,000","29,700,000","48,400,000","82,700,000","4,600,000"
				CommercialPaper,"650,000,000","391,000,000","730,000,000","389,000,000","517,000,000","536,000,000","470,000,000","369,000,000",,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"326,000,000","238,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"502,000,000","1,003,000,000","730,000,000","495,000,000","517,000,000","497,000,000","497,000,000","246,000,000","832,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"214,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"1,693,000,000","1,625,000,000","87,000,000","59,000,000","80,000,000","81,000,000","60,000,000","85,000,000",,"53,200,000",,,"42,100,000","25,200,000",,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,"0","36,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"1,693,000,000","1,625,000,000","51,000,000","59,000,000","80,000,000","81,000,000","60,000,000","85,000,000",,"53,200,000",,,"42,100,000","25,200,000",,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"13,000,000","45,000,000","29,000,000","41,000,000","84,000,000","79,000,000","42,000,000","51,000,000","67,000,000","74,800,000","51,800,000",,"345,700,000","208,000,000","558,600,000",,,,,,,,,"100,000","100,000",,"-100,000",,,,"36,800,000","25,700,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"14,801,000,000","12,742,000,000","7,093,000,000","7,359,000,000","7,340,000,000","6,734,000,000","6,217,000,000","6,440,000,000","6,216,000,000","5,623,300,000","4,861,600,000","3,044,100,000","2,696,000,000","2,333,200,000","2,129,300,000","2,037,500,000","2,035,700,000","1,769,700,000","1,738,300,000","1,113,200,000","1,123,441,000","1,635,500,000","1,746,900,000","900,700,000","974,800,000","1,900,000","21,400,000","54,000,000","66,000,000","75,800,000","82,200,000","85,000,000"
		LongTermProvisions,"1,650,000,000","1,673,000,000","651,000,000","643,000,000","574,000,000","589,000,000","557,000,000","645,000,000","615,000,000",,,,,,,,,,,,,,,,,,,,,,,
		LongTermDebtAndCapitalLeaseObligation,"9,412,000,000","7,591,000,000","3,711,000,000","3,707,000,000","3,710,000,000","3,213,000,000","2,970,000,000","3,466,000,000","3,705,000,000","3,707,200,000","3,319,300,000","1,739,500,000","1,339,400,000","1,357,100,000","1,257,600,000","1,258,600,000","1,268,600,000","1,019,900,000","1,013,700,000","413,700,000","437,020,000","933,300,000","1,130,000,000","620,000,000","714,500,000","2,000,000","21,300,000","54,000,000","66,100,000","75,700,000","82,200,000","85,000,000"
			LongTermDebt,"8,553,000,000","7,591,000,000","3,711,000,000","3,707,000,000","3,710,000,000","3,213,000,000","2,970,000,000","3,466,000,000","3,705,000,000","3,707,200,000","3,319,300,000","1,739,500,000","1,339,400,000","1,357,100,000","1,257,600,000","1,258,600,000","1,268,600,000","1,019,900,000","1,013,700,000","413,700,000","437,020,000","933,300,000","1,130,000,000","620,000,000","714,500,000","2,000,000","21,300,000","54,000,000","66,100,000","75,700,000","82,200,000","85,000,000"
			LongTermCapitalLeaseObligation,"859,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"3,145,000,000","2,907,000,000","2,205,000,000","2,463,000,000","2,438,000,000","2,201,000,000","2,013,000,000","1,482,000,000","1,052,000,000","1,078,400,000","999,300,000","794,200,000","988,100,000","632,100,000","543,300,000","499,400,000","484,200,000","468,900,000","457,600,000","435,100,000","409,371,000","417,900,000","338,400,000","28,500,000","4,700,000",,,,,,,
			NonCurrentDeferredTaxesLiabilities,"3,145,000,000","2,907,000,000","2,205,000,000","2,463,000,000","2,438,000,000","2,201,000,000","2,013,000,000","1,482,000,000",,"1,078,400,000","999,300,000","794,200,000","988,100,000","632,100,000","543,300,000","499,400,000","484,200,000","468,900,000","457,600,000","435,100,000","409,371,000","417,900,000","338,400,000","28,500,000","4,700,000",,,,,,,
			NonCurrentDeferredRevenue,,,,,,,,,"1,052,000,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,"329,900,000","134,800,000","133,400,000",,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,"433,000,000","395,000,000","440,000,000","443,000,000","431,000,000","503,000,000","410,000,000","569,000,000","552,000,000","298,500,000","280,800,000","253,400,000",,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"433,000,000","395,000,000","440,000,000","443,000,000","431,000,000","503,000,000","410,000,000","569,000,000","552,000,000","298,500,000","280,800,000","253,400,000",,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,"35,000,000","56,000,000","109,000,000","115,000,000","129,000,000","167,000,000","204,000,000","203,700,000","123,200,000","120,400,000",,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"161,000,000","176,000,000","51,000,000","47,000,000","78,000,000","113,000,000","138,000,000","111,000,000","88,000,000","5,600,000","4,200,000","3,200,000","368,500,000","344,000,000","328,400,000","279,500,000","282,900,000","280,900,000","267,000,000","264,400,000","277,050,000","284,300,000","278,500,000","252,200,000","255,600,000","-100,000","100,000",,"-100,000","100,000",,
TotalEquityGrossMinorityInterest,"22,869,000,000","24,425,000,000","8,303,000,000","8,199,000,000","8,382,000,000","8,792,000,000","9,628,000,000","9,912,000,000","7,847,000,000","6,804,200,000","6,500,700,000","4,588,900,000","6,018,700,000","2,780,300,000","2,132,500,000","2,385,600,000","1,973,800,000","2,092,500,000","2,086,500,000","2,012,100,000","1,962,386,000","2,453,800,000","2,227,900,000","1,405,500,000","1,241,900,000","964,400,000","965,600,000","901,000,000","964,400,000","945,700,000","905,100,000","1,011,000,000"
	StockholdersEquity,"22,869,000,000","24,425,000,000","8,303,000,000","8,199,000,000","8,382,000,000","8,792,000,000","9,628,000,000","9,912,000,000","7,847,000,000","6,804,200,000","6,500,700,000","4,588,900,000","6,018,700,000","2,780,300,000","2,132,500,000","2,385,600,000","1,973,800,000","2,092,500,000","2,086,500,000","2,012,100,000","1,962,386,000","2,453,800,000","2,227,900,000","1,405,500,000","1,241,900,000","964,400,000","965,600,000","901,000,000","964,400,000","945,700,000","905,100,000","1,011,000,000"
		CapitalStock,"16,019,000,000","16,971,000,000","2,036,000,000","2,020,000,000","1,977,000,000","1,866,000,000","1,819,000,000","1,842,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
			CommonStock,"16,019,000,000","16,971,000,000","2,036,000,000","2,020,000,000","1,977,000,000","1,866,000,000","1,819,000,000","1,842,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,
		RetainedEarnings,"7,101,000,000","7,745,000,000","6,242,000,000","6,204,000,000","6,455,000,000","6,423,000,000","7,136,000,000","6,671,000,000","5,257,000,000","2,968,900,000","3,272,100,000","2,402,300,000","2,279,600,000","1,286,400,000","716,900,000","701,500,000","462,800,000","641,400,000","264,200,000","570,500,000","424,359,000","889,700,000","680,400,000","438,500,000","277,700,000","164,000,000","120,200,000","98,500,000","82,200,000","66,900,000","65,800,000","88,900,000"
		AdditionalPaidInCapital,,"16,971,000,000","2,036,000,000","2,020,000,000","1,977,000,000","1,866,000,000","1,819,000,000","1,842,000,000","1,774,000,000","1,591,000,000","1,579,800,000","1,528,700,000","1,560,200,000","1,493,900,000","1,415,600,000","1,408,400,000","1,245,800,000","1,186,900,000","1,182,500,000","1,177,400,000","1,216,533,000",,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-251,000,000","-291,000,000","25,000,000","-25,000,000","-50,000,000","503,000,000","673,000,000","1,399,000,000","816,000,000","2,244,300,000","1,648,800,000","657,900,000","2,178,900,000",,,"275,700,000","265,200,000","264,200,000","639,800,000","264,200,000","321,494,000",,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,"1,564,100,000","1,547,500,000","967,000,000","964,200,000","800,400,000","845,400,000","802,500,000","882,200,000","878,800,000","839,300,000","922,100,000"
TotalCapitalization,"31,422,000,000","32,016,000,000","12,014,000,000","11,906,000,000","12,092,000,000","12,005,000,000","12,598,000,000","13,378,000,000","11,552,000,000","10,511,400,000","9,820,000,000","6,328,400,000","7,358,100,000","4,137,400,000","3,390,100,000","3,644,200,000","3,242,400,000","3,112,400,000","3,100,200,000","2,425,800,000","2,399,406,000","3,387,100,000","3,357,900,000","2,025,500,000","1,956,400,000","966,400,000","986,900,000","955,000,000","1,030,500,000","1,021,400,000","987,300,000","1,096,000,000"
CommonStockEquity,"22,869,000,000","24,425,000,000","8,303,000,000","8,199,000,000","8,382,000,000","8,792,000,000","9,628,000,000","9,912,000,000","7,847,000,000","6,804,200,000","6,500,700,000","4,588,900,000","6,018,700,000","2,780,300,000","2,132,500,000","2,385,600,000","1,973,800,000","2,092,500,000","2,086,500,000","2,012,100,000","1,962,386,000","2,453,800,000","2,227,900,000","1,405,500,000","1,241,900,000","964,400,000","965,600,000","901,000,000","964,400,000","945,700,000","905,100,000","1,011,000,000"
CapitalLeaseObligations,"1,073,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"8,455,000,000","10,784,000,000","8,137,000,000","8,019,000,000","8,190,000,000","8,650,000,000","9,491,000,000","9,786,000,000","7,732,000,000","6,688,600,000","6,383,700,000","4,470,400,000","5,897,200,000","2,654,000,000","2,001,000,000","2,251,500,000","1,876,800,000","1,995,500,000","1,989,500,000","1,905,700,000","1,853,008,000","1,894,200,000","1,653,600,000","1,405,500,000","1,241,900,000","964,400,000","965,600,000","901,000,000","964,400,000","945,700,000","905,100,000","1,011,000,000"
